number,Locality,Latin_Binomial,genus,Family,Trunk.diameter..cm.,Total.height..m.,Dry.weight.branch..kg.,Dry.weight.trunk..kg.,Dry.weight.leaf..kg.,Dry.total.AGB..kg.,Wood.specific.gravity,wsg.taxolevel,wsg.comment,f,taxolevel,,
1965,Kaliman4,Syzygium,Syzygium,Myrtaceae,14.5,18.0,NA,NA,NA,165.01,0.65,genus,dryad.values,0.0672,genus,,
1966,Kaliman4,Syzygium,Syzygium,Myrtaceae,15.2,19.8,NA,NA,NA,282.06,0.65,genus,dryad.values,0.0950,genus,,
1967,Kaliman4,Syzygium,Syzygium,Myrtaceae,36.3,25.0,NA,NA,NA,989.09,0.65,genus,dryad.values,0.0463,genus,,
1968,Kaliman4,Vatica,Vatica,Dipterocarpaceae,11.8,17.2,NA,NA,NA,100.67,0.70,genus,dryad.values,0.0604,genus,,
1969,Kaliman4,Xanthophyllum,Xanthophyllum,Polygalaceae,15,17.7,NA,NA,NA,154.99,0.70,genus,dryad.values,0.0553,genus,,
1970,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,8.3,12.1,39.85,23.44,4.00,67.29,0.70,genus,dryad.values,0.1153,species,,
1971,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,8.7,9,48.99,21.43,6.95,77.37,0.77,species,original.values,0.1484,species,,
1972,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,9,6.6,22.80,23.56,2.57,48.93,0.76,species,original.values,0.1204,species,,
1973,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,9.3,14.4,17.10,38.01,1.03,56.13,0.76,species,original.values,0.0593,species,,
1974,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,9.6,11.6,34.69,55.32,5.00,95.01,0.70,genus,dryad.values,0.1270,species,,
1975,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,9.6,14.6,44.70,44.70,5.25,94.65,0.78,genus,dryad.values,0.0908,species,,
1976,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,10,14,57.19,64.69,5.80,127.69,0.70,genus,dryad.values,0.1303,species,,
1977,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,10.1,13.4,37.39,48.14,4.64,90.17,0.78,genus,dryad.values,0.0851,species,,
1978,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,10.4,13,46.41,73.13,6.40,125.94,0.70,genus,dryad.values,0.1280,species,,
1979,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,11,11.6,19.38,43.33,1.20,63.91,0.76,species,original.values,0.0599,species,,
1980,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,11,14.6,62.75,48.14,8.19,119.08,0.78,genus,dryad.values,0.0870,species,,
1981,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,11.1,9.4,55.88,35.97,6.47,98.31,0.77,species,original.values,0.1109,species,,
1982,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,11.2,14.2,70.49,70.49,9.43,150.40,0.78,genus,dryad.values,0.1089,species,,
1983,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,11.5,14.7,61.03,61.03,10.04,132.11,0.78,genus,dryad.values,0.0877,species,,
1984,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,12.2,13.8,85.79,71.26,7.00,164.05,0.70,genus,dryad.values,0.1141,species,,
1985,Karnataka,Carallia_brachiata,Carallia,Rhizophoraceae,12.4,12,51.97,69.01,4.45,125.43,0.85,species,original.values,0.0798,species,,
1986,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,12.4,11.8,49.86,56.73,4.79,111.38,0.78,genus,dryad.values,0.0792,species,,
1987,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,12.4,16.4,63.18,67.91,8.03,139.12,0.78,genus,dryad.values,0.0712,species,,
1988,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,12.6,15,71.95,71.95,10.25,154.14,0.77,species,original.values,0.0846,species,,
1989,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,13.1,11.6,59.70,67.36,12.20,139.26,0.77,species,original.values,0.0914,species,,
1990,Karnataka,Calophyllum_polyanthum,Calophyllum,Clusiaceae,13.2,18.5,58.71,74.54,4.07,137.32,0.49,species,original.values,0.0874,species,,
1991,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,13.2,13.6,58.55,44.39,6.34,109.29,0.77,species,original.values,0.0603,species,,
1992,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,13.3,15.9,74.24,65.06,12.81,152.11,0.77,species,original.values,0.0707,species,,
1993,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,13.3,18.7,95.68,97.21,15.25,208.13,0.77,species,original.values,0.0822,species,,
1994,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,13.4,10.2,60.85,58.17,11.47,130.49,0.77,species,original.values,0.0931,species,,
1995,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,13.4,15.8,79.99,124.00,11.59,215.57,0.77,species,original.values,0.0993,species,,
1996,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,13.4,11.9,61.46,87.68,6.49,155.63,0.78,genus,dryad.values,0.0940,species,,
1997,Karnataka,Calophyllum_polyanthum,Calophyllum,Clusiaceae,13.5,16.2,24.12,66.26,3.44,93.82,0.49,species,original.values,0.0652,species,,
1998,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,13.5,15.4,57.39,99.57,3.51,160.47,0.76,species,original.values,0.0752,species,,
1999,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,13.6,17.9,49.03,92.73,4.45,146.21,0.76,species,original.values,0.0581,species,,
2000,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,13.6,11.9,94.91,91.08,13.30,199.29,0.77,species,original.values,0.1183,species,,
2001,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,13.8,14.6,99.39,102.20,10.60,212.18,0.70,genus,dryad.values,0.1090,species,,
2002,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,13.8,13.1,79.81,87.41,7.44,174.66,0.76,species,original.values,0.0921,species,,
2003,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,13.8,12,107.16,71.18,16.71,195.05,0.77,species,original.values,0.1115,species,,
2004,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,14,14.8,88.14,125.64,10.20,223.97,0.70,genus,dryad.values,0.1103,species,,
2005,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,14.1,16.4,53.21,95.77,6.58,155.56,0.76,species,original.values,0.0628,species,,
2006,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,14.1,13.6,98.85,93.70,14.06,206.61,0.78,genus,dryad.values,0.0986,species,,
2007,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,14.3,9.8,79.81,88.17,6.76,174.74,0.76,species,original.values,0.1147,species,,
2008,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,14.5,18.6,97.98,174.39,7.60,279.97,0.70,genus,dryad.values,0.1023,species,,
2009,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,14.8,13.1,66.59,97.97,9.27,173.83,0.77,species,original.values,0.0791,species,,
2010,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,14.9,15.3,56.63,107.17,3.59,167.39,0.76,species,original.values,0.0648,species,,
2011,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,14.9,8,75.78,67.36,9.52,152.65,0.77,species,original.values,0.1123,species,,
2012,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,14.9,15.3,67.74,107.92,6.34,182.00,0.77,species,original.values,0.0700,species,,
2013,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,15,15.1,123.29,175.33,12.40,311.03,0.70,genus,dryad.values,0.1308,species,,
2014,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,15,8.8,42.95,66.89,4.10,113.94,0.76,species,original.values,0.0757,species,,
2015,Karnataka,Calophyllum_polyanthum,Calophyllum,Clusiaceae,15.5,20.7,66.02,112.54,8.39,186.95,0.49,species,original.values,0.0772,species,,
2016,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,15.7,14.7,104.48,143.90,11.47,259.84,0.77,species,original.values,0.0937,species,,
2017,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,15.8,16.9,98.92,148.14,7.80,254.86,0.70,genus,dryad.values,0.0863,species,,
2018,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,16,19.6,111.11,198.77,8.60,318.48,0.70,genus,dryad.values,0.0907,species,,
2019,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,16.2,16.4,126.67,138.54,14.88,280.10,0.77,species,original.values,0.0850,species,,
2020,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,16.5,14.9,139.30,137.01,14.27,290.58,0.77,species,original.values,0.0936,species,,
2021,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,16.8,16.9,127.05,208.15,11.20,346.39,0.70,genus,dryad.values,0.1037,species,,
2022,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,16.8,17.5,109.46,204.47,5.30,319.22,0.76,species,original.values,0.0850,species,,
2023,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,16.8,12.1,64.90,104.87,7.88,177.65,0.78,genus,dryad.values,0.0671,species,,
2024,Karnataka,Canarium_strictum,Canarium,Burseraceae,16.9,17,148.63,190.46,7.22,346.32,0.75,species,original.values,0.0955,species,,
2025,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,17.2,18.9,85.89,150.50,4.53,240.92,0.76,species,original.values,0.0567,species,,
2026,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,17.5,14.8,141.83,60.17,18.85,220.86,0.78,genus,dryad.values,0.0629,species,,
2027,Karnataka,Canarium_strictum,Canarium,Burseraceae,17.6,19.5,185.98,197.93,7.54,391.44,0.75,species,original.values,0.0868,species,,
2028,Karnataka,Syzygium_gardneri,Syzygium,Myrtaceae,17.9,16.5,143.46,151.27,12.19,306.91,0.98,species,original.values,0.0595,species,,
2029,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,18,16.8,122.36,194.08,10.40,326.84,0.70,genus,dryad.values,0.0858,species,,
2030,Karnataka,Syzygium_gardneri,Syzygium,Myrtaceae,18.1,15,120.04,175.66,12.19,307.89,0.98,species,original.values,0.0642,species,,
2031,Karnataka,Holigarna_sp,Holigarna,Anacardiaceae,18.3,15.5,120.22,142.12,10.43,272.78,0.53,species,original.values,0.0984,species,,
2032,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,18.4,19.8,116.05,156.45,21.17,293.66,0.78,genus,dryad.values,0.0565,species,,
2033,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,18.6,20,147.20,38.44,19.00,204.65,0.70,genus,dryad.values,0.0423,species,,
2034,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,18.6,18.4,122.49,207.16,9.58,339.24,0.78,genus,dryad.values,0.0688,species,,
2035,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,19,13,69.93,159.62,6.76,236.31,0.76,species,original.values,0.0662,species,,
2036,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,19.2,18.7,92.73,205.23,7.95,305.91,0.76,species,original.values,0.0584,species,,
2037,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,19.4,15.2,129.80,188.25,16.69,334.74,0.78,genus,dryad.values,0.0755,species,,
2038,Karnataka,Canarium_strictum,Canarium,Burseraceae,19.7,19,132.95,258.43,7.54,398.91,0.75,species,original.values,0.0724,species,,
2039,Karnataka,Canarium_strictum,Canarium,Burseraceae,19.8,19,119.50,226.31,5.34,351.15,0.75,species,original.values,0.0631,species,,
2040,Karnataka,Carallia_brachiata,Carallia,Rhizophoraceae,20,15.5,111.61,214.70,7.37,333.69,0.85,species,original.values,0.0632,species,,
2041,Karnataka,Calophyllum_polyanthum,Calophyllum,Clusiaceae,20.2,22.7,141.53,205.11,10.33,356.97,0.49,species,original.values,0.0791,species,,
2042,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,20.4,19.9,193.15,286.91,15.00,495.05,0.70,genus,dryad.values,0.0854,species,,
2043,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,20.4,17.9,127.32,364.85,7.01,499.18,0.76,species,original.values,0.0882,species,,
2044,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,20.4,17.9,149.57,200.29,14.37,364.23,0.78,genus,dryad.values,0.0631,species,,
2045,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,20.7,17,110.17,336.60,11.00,457.77,0.70,genus,dryad.values,0.0898,species,,
2046,Karnataka,Dipterocarpus_indicus,Dipterocarpus,Dipterocarpaceae,20.7,18,92.13,310.82,5.05,408.00,0.86,species,original.values,0.0614,species,,
2047,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,20.7,19.8,95.01,287.32,6.58,388.91,0.76,species,original.values,0.0603,species,,
2048,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,20.7,21.9,137.20,307.08,10.60,454.88,0.76,species,original.values,0.0638,species,,
2049,Karnataka,Dipterocarpus_indicus,Dipterocarpus,Dipterocarpaceae,20.9,18,124.85,283.27,7.99,416.10,0.86,species,original.values,0.0615,species,,
2050,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,21.1,19,174.86,317.85,14.80,507.51,0.70,genus,dryad.values,0.0857,species,,
2051,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,21.1,19.6,146.56,275.07,11.43,433.07,0.78,genus,dryad.values,0.0640,species,,
2052,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,21.4,20.4,205.33,364.73,33.40,603.46,0.70,genus,dryad.values,0.0923,species,,
2053,Karnataka,Canarium_strictum,Canarium,Burseraceae,21.5,21.8,178.51,389.88,5.02,573.42,0.75,species,original.values,0.0762,species,,
2054,Karnataka,Dipterocarpus_indicus,Dipterocarpus,Dipterocarpaceae,21.5,24.6,130.87,350.43,8.48,489.78,0.86,species,original.values,0.0500,species,,
2055,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,21.6,15.1,130.88,232.68,16.47,380.04,0.77,species,original.values,0.0705,species,,
2056,Karnataka,Calophyllum_polyanthum,Calophyllum,Clusiaceae,21.7,23,85.26,281.11,7.67,374.04,0.49,species,original.values,0.0709,species,,
2057,Karnataka,Persea_macrantha,Persea,Lauraceae,21.8,22,161.56,470.48,8.43,640.47,0.89,species,original.values,0.0690,species,,
2058,Karnataka,Holigarna_sp,Holigarna,Anacardiaceae,22.1,18.5,184.87,261.27,16.21,462.35,0.53,species,original.values,0.0958,genus,,
2059,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,22.6,20.6,192.55,385.10,23.02,600.67,0.78,genus,dryad.values,0.0737,species,,
2060,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,22.9,19.2,128.46,326.08,11.63,466.17,0.76,species,original.values,0.0609,species,,
2061,Karnataka,Dipterocarpus_indicus,Dipterocarpus,Dipterocarpaceae,23.4,20.5,180.81,464.08,8.31,653.20,0.86,species,original.values,0.0676,species,,
2062,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,23.4,21.4,176.22,436.68,18.08,630.97,0.78,genus,dryad.values,0.0695,species,,
2063,Karnataka,Canarium_strictum,Canarium,Burseraceae,23.6,21,280.84,381.67,8.48,670.98,0.75,species,original.values,0.0768,species,,
2064,Karnataka,Persea_macrantha,Persea,Lauraceae,23.6,16.5,307.59,435.86,12.47,755.92,0.89,species,original.values,0.0927,species,,
2065,Karnataka,Holigarna_sp,Holigarna,Anacardiaceae,23.8,24.5,115.94,286.39,12.43,414.76,0.53,species,original.values,0.0559,genus,,
2066,Karnataka,Carallia_brachiata,Carallia,Rhizophoraceae,23.9,19.8,181.90,361.25,7.25,550.40,0.85,species,original.values,0.0571,species,,
2067,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,24,18.9,163.80,354.97,10.60,529.37,0.76,species,original.values,0.0640,species,,
2068,Karnataka,Persea_macrantha,Persea,Lauraceae,24,20.5,252.11,488.24,12.81,753.15,0.89,species,original.values,0.0719,species,,
2069,Karnataka,Persea_macrantha,Persea,Lauraceae,24.5,22,333.78,537.06,10.11,880.94,0.89,species,original.values,0.0751,species,,
2070,Karnataka,Carallia_brachiata,Carallia,Rhizophoraceae,24.6,17.5,259.86,539.32,7.49,806.66,0.85,species,original.values,0.0894,species,,
2071,Karnataka,Dipterocarpus_indicus,Dipterocarpus,Dipterocarpaceae,24.7,27,159.29,616.48,6.85,782.61,0.86,species,original.values,0.0552,species,,
2072,Karnataka,Holigarna_sp,Holigarna,Anacardiaceae,24.7,23.5,45.15,283.71,6.66,335.52,0.53,species,original.values,0.0438,genus,,
2073,Karnataka,Syzygium_gardneri,Syzygium,Myrtaceae,24.7,20.5,203.96,466.48,12.74,683.19,0.98,species,original.values,0.0560,species,,
2074,Karnataka,Persea_macrantha,Persea,Lauraceae,25.3,17,355.97,442.08,8.43,806.47,0.89,species,original.values,0.0835,species,,
2075,Karnataka,Persea_macrantha,Persea,Lauraceae,25.3,18,394.14,437.64,11.46,843.23,0.89,species,original.values,0.0824,species,,
2076,Karnataka,Persea_macrantha,Persea,Lauraceae,25.3,20.5,377.27,635.59,8.76,1021.63,0.89,species,original.values,0.0877,species,,
2077,Karnataka,Holigarna_sp,Holigarna,Anacardiaceae,25.4,19,194.49,243.11,9.10,446.69,0.53,species,original.values,0.0682,genus,,
2078,Karnataka,Canarium_strictum,Canarium,Burseraceae,25.5,23.4,435.44,851.47,12.87,1299.78,0.75,species,original.values,0.1144,species,,
2079,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,25.5,19.4,156.14,450.06,16.96,623.16,0.77,species,original.values,0.0645,species,,
2080,Karnataka,Syzygium_gardneri,Syzygium,Myrtaceae,25.7,21.5,274.72,477.22,16.34,768.27,0.98,species,original.values,0.0554,species,,
2081,Karnataka,Syzygium_gardneri,Syzygium,Myrtaceae,25.9,21,130.77,582.61,10.80,724.19,0.98,species,original.values,0.0527,species,,
2082,Karnataka,Canarium_strictum,Canarium,Burseraceae,26,15.5,311.08,318.93,6.59,636.60,0.75,species,original.values,0.0813,species,,
2083,Karnataka,Persea_macrantha,Persea,Lauraceae,26,21.5,530.40,610.74,9.10,1150.24,0.89,species,original.values,0.0892,species,,
2084,Karnataka,Dipterocarpus_indicus,Dipterocarpus,Dipterocarpaceae,26.1,22,171.34,528.65,8.80,708.80,0.86,species,original.values,0.0549,species,,
2085,Karnataka,Dipterocarpus_indicus,Dipterocarpus,Dipterocarpaceae,26.1,23,203.20,699.13,9.62,911.95,0.86,species,original.values,0.0676,species,,
2086,Karnataka,Persea_macrantha,Persea,Lauraceae,26.3,19.5,163.34,449.18,9.44,621.95,0.89,species,original.values,0.0519,species,,
2087,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,26.5,19.4,204.40,525.06,20.60,750.05,0.70,genus,dryad.values,0.0787,species,,
2088,Karnataka,Canarium_strictum,Canarium,Burseraceae,26.9,18.5,162.45,405.57,6.28,574.30,0.75,species,original.values,0.0574,species,,
2089,Karnataka,Holigarna_sp,Holigarna,Anacardiaceae,26.9,23.5,245.78,471.79,19.54,737.10,0.53,species,original.values,0.0811,genus,,
2090,Karnataka,Carallia_brachiata,Carallia,Rhizophoraceae,27.2,17.5,88.61,368.92,5.73,463.26,0.85,species,original.values,0.0420,species,,
2091,Karnataka,Dipterocarpus_indicus,Dipterocarpus,Dipterocarpaceae,27.2,22.5,270.35,834.31,11.25,1115.91,0.86,species,original.values,0.0779,species,,
2092,Karnataka,Garcinia_gummi-gutta,Garcinia,Clusiaceae,27.3,8.9,97.67,484.94,7.18,589.80,0.76,species,original.values,0.1170,species,,
2093,Karnataka,Garcinia_morella,Garcinia,Clusiaceae,27.4,17.7,200.54,598.54,19.15,818.23,0.77,species,original.values,0.0804,species,,
2094,Karnataka,Dipterocarpus_indicus,Dipterocarpus,Dipterocarpaceae,27.6,26.5,305.66,639.72,12.71,958.09,0.86,species,original.values,0.0551,species,,
2095,Karnataka,Canarium_strictum,Canarium,Burseraceae,27.7,23,111.29,664.74,5.34,781.37,0.75,species,original.values,0.0593,species,,
2096,Karnataka,Canarium_strictum,Canarium,Burseraceae,27.7,26.8,179.26,711.80,4.55,895.61,0.75,species,original.values,0.0583,species,,
2097,Karnataka,Syzygium_gardneri,Syzygium,Myrtaceae,28.1,19,245.93,716.31,16.90,979.13,0.98,species,original.values,0.0669,species,,
2098,Karnataka,Canarium_strictum,Canarium,Burseraceae,28.2,18.5,233.78,479.51,9.42,722.71,0.75,species,original.values,0.0658,species,,
2099,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,28.3,22.8,246.71,685.96,17.15,949.82,0.78,genus,dryad.values,0.0671,species,,
2100,Karnataka,Dimocarpus_longan,Dimocarpus,Sapindaceae,28.4,20.4,246.12,680.70,25.00,951.82,0.70,genus,dryad.values,0.0826,species,,
2101,Karnataka,Persea_macrantha,Persea,Lauraceae,28.5,22,588.55,1070.57,14.15,1673.27,0.89,species,original.values,0.1055,species,,
2102,Karnataka,Syzygium_gardneri,Syzygium,Myrtaceae,28.7,18.5,162.00,573.83,14.40,750.23,0.98,species,original.values,0.0504,species,,
2103,Karnataka,Holigarna_sp,Holigarna,Anacardiaceae,28.8,24.5,196.62,478.20,15.10,689.92,0.53,species,original.values,0.0635,genus,,
2104,Karnataka,Dipterocarpus_indicus,Dipterocarpus,Dipterocarpaceae,28.9,22.5,124.85,588.92,8.15,721.92,0.86,species,original.values,0.0446,species,,
2105,Karnataka,Syzygium_gardneri,Syzygium,Myrtaceae,29,23.5,261.54,789.50,16.34,1067.39,0.98,species,original.values,0.0553,species,,
2106,Karnataka,Calophyllum_polyanthum,Calophyllum,Clusiaceae,29.2,22.5,216.56,562.72,8.30,787.57,0.49,species,original.values,0.0843,species,,
2107,Karnataka,Carallia_brachiata,Carallia,Rhizophoraceae,29.8,20.5,256.45,577.66,8.19,842.30,0.85,species,original.values,0.0543,species,,
2108,Karnataka,Calophyllum_polyanthum,Calophyllum,Clusiaceae,30.3,23.5,119.02,485.74,6.98,611.74,0.49,species,original.values,0.0582,species,,
2109,Karnataka,Persea_macrantha,Persea,Lauraceae,30.5,22.5,468.71,915.22,11.80,1395.72,0.89,species,original.values,0.0751,species,,
2110,Karnataka,Reinwardtiodendron_anamalaiense,Reinwardtiodendron,Meliaceae,30.6,20.9,178.80,570.77,21.32,770.89,0.78,genus,dryad.values,0.0508,species,,
2111,Karnataka,Holigarna_sp,Holigarna,Anacardiaceae,30.7,26.5,133.58,617.12,13.10,763.79,0.53,species,original.values,0.0572,genus,,
2112,Karnataka,Calophyllum_polyanthum,Calophyllum,Clusiaceae,31.1,28.1,161.26,530.07,4.85,696.19,0.49,species,original.values,0.0526,species,,
2113,Karnataka,Persea_macrantha,Persea,Lauraceae,31.2,21.5,270.75,862.84,9.10,1142.69,0.89,species,original.values,0.0615,species,,
2114,Karnataka,Carallia_brachiata,Carallia,Rhizophoraceae,31.3,15.5,249.64,640.70,7.14,897.48,0.85,species,original.values,0.0694,species,,
2115,Karnataka,Calophyllum_polyanthum,Calophyllum,Clusiaceae,31.8,28.7,225.33,629.46,7.67,862.46,0.49,species,original.values,0.0610,species,,
2116,Karnataka,Carallia_brachiata,Carallia,Rhizophoraceae,32.2,20.5,248.36,614.29,7.37,870.02,0.85,species,original.values,0.0480,species,,
2117,Karnataka,Persea_macrantha,Persea,Lauraceae,32.5,23,543.27,990.67,11.12,1545.07,0.89,species,original.values,0.0716,species,,
2118,Karnataka,Holigarna_sp,Holigarna,Anacardiaceae,32.8,24.5,181.66,425.84,14.65,622.15,0.53,species,original.values,0.0442,genus,,
2119,Karnataka,Persea_macrantha,Persea,Lauraceae,32.9,19,245.45,941.85,6.57,1193.87,0.89,species,original.values,0.0654,species,,
2120,Karnataka,Syzygium_gardneri,Syzygium,Myrtaceae,33.1,22,243.00,925.15,17.17,1185.33,0.98,species,original.values,0.0504,species,,
2121,Karnataka,Carallia_brachiata,Carallia,Rhizophoraceae,33.9,18,290.53,729.31,7.72,1027.57,0.85,species,original.values,0.0583,species,,
2122,Karnataka,Canarium_strictum,Canarium,Burseraceae,34,23,603.50,1044.91,10.99,1659.40,0.75,species,original.values,0.0836,species,,
2123,Karnataka,Calophyllum_polyanthum,Calophyllum,Clusiaceae,34.2,27.9,148.11,640.67,6.73,795.51,0.49,species,original.values,0.0500,species,,
2124,Karnataka,Holigarna_sp,Holigarna,Anacardiaceae,34.8,24,483.54,787.02,18.87,1289.44,0.53,species,original.values,0.0830,genus,,
2125,Karnataka,Calophyllum_polyanthum,Calophyllum,Clusiaceae,34.9,23.5,462.35,593.90,15.96,1072.21,0.49,species,original.values,0.0769,species,,
2126,Karnataka,Persea_macrantha,Persea,Lauraceae,35.4,19,340.43,1059.91,10.28,1410.63,0.89,species,original.values,0.0667,species,,
2127,Karnataka,Holigarna_sp,Holigarna,Anacardiaceae,36,25,233.49,748.02,12.21,993.72,0.53,species,original.values,0.0574,genus,,
